	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
ekEkaH ca sattvaH vistIrNa vizaya avakASaH syAt na ca parasparam te cakzuzaH ABAsam AgacCeran	sems can de dag phan tshun du mig rgyang gis kyang mi sleb bo //	69.79884140801684
na ca ekasya ekasya sarzapa Palasya sarva sattva mahAtma BAva praveSena Una tvam vA pUrNa tvam vA prajQAyeta	yungs 'bru gcig tu sems can thams cad kyi lus bcug kyang bri ba dang / gang bar mi mngon te /	71.89558711186956
evaMrUpeNa kula putrAH upAya kOSalyena samanvAgataH sa SAkya muniH taTAgataH iti	rigs kyi bu dag / de bzhin gshegs pa sh'akya thub pa de ni; thabs mkhas pa de lta bu dang ldan no // rigs kyi bu dag /	93.07744265852207
punar aparam kula putrAH yAvat karkaSa tvam tat sarvam pRTivI DAtu	gzhan yang sra ba nyid ji snyed pa de dag thams cad ni /	62.551915968551576
SaktaH sa SAkya muniH taTAgataH tam sarva pRTivI DAtum eka raja agre praveSayitum na ca tasya eka raja agrasya sarva pRTivI DAtu praveSena Una tvam vA pUrNa tvam vA prajQAyeta	sa'i khams te / de bzhin gshegs pa sh'akya thub pa des sa'i khams thams cad rdul gcig gi steng du 'jog nus la / rdul de gcig gi steng du sa'i khams thams cad bzhag kyang bri ba'am / gang bar mi mngon te /	76.92186428591941
evaMrUpeNa upAya kOSalyena samanvAgataH sa SAkya muniH taTAgataH	de bzhin gshegs pa sh'akya thub pa de ni / thabs mkhas pa de lta bu dang ldan no //	93.19203200569858
punar aparam kula putrAH yat kiMcid Ardra tvam vA prajQAyate tat sarvam ap DAtu	rigs kyi bu dag / gzhan yang gang cung zad gsher bar snang ba de thams cad ni / chu'i khams te /	84.25276895475058
SaktaH sa SAkya muniH taTAgataH tam sarvam abDAtum eka vAla agre praveSayitum	de bzhin gshegs pa sh'akya thub pa des chu'i khams de thams cad skra'i rtse mo gcig tu chud par nus la skra'i rtse mo de gcig tu chu'i khams de thams cad bcug kyang bri ba'am / gang bar mi mngon no // rigs kyi bu dag / gzhan yang ji tsam du dro bar @369a *// snang ba de thams cad ni / me'i khams te / me'i khams gang sngon byung ba dang / 'byung ba dang / 'byung bar 'gyur ba de thams cad rdul phra rab gcig tu chud par nus la /	48.99231761366656
na ca tasya ekasya vAla agrasya sarva abDAtu praveSena Una tvam vA pUrNa tvam vA prajQAyeta	me'i khams de thams cad rdul phra rab de gcig tu bcug kyang gnas shin tu yangs te /	61.289224947759166
punar aparam kula putrAH yaH kaScid vAyuDAtuH prajQAyate SaktaH sa SAkya muniH taTAgataH tam sarvam vAyuDAtum ekasmin romakUpe pra	rang gi yul bzhin du rgyu'o // rigs kyi bu dag / gzhan yang gang cung zad rlung gi khams su snang ba'i rlung gi khams de thams cad de bzhin gshegs pa sh'akya thub pa des ba spu'i khung bu gcig tu 'jug nus la /	91.25315007990777
tatra ca sarvaH vAyuDAtuH tasmin eka romakUpe kurum iya praveSitaH pi vistIrNa avakASaH sva vizaya vat saMcaret	rlung gi khams de thams cad ba spu'i khung bu de gcig tu bcug kyang gnas shin tu yangs te rang gi yul bzhin du rgyu'o //	79.86876242071827
punar aparam kula putrAH yAvat uzNa tvam prajQAyate tat sarvam tejaH DAtu ud  gataH sa ca sarvaH tejaH DAtuH tasmin paramANu rajasi vistIrNa avakASaH sva vizaya vat saMcaret	rigs kyi bu dag /	10.0
punar aparam kula putrAH yAni kAnicid daSasu dikzu budDa kzetrANi tAni sarvANi sArDam tEH sarva sattvEH tEH catuBiH mahABUtEH SaktaH sa SAkya muniH taTAgataH eka raja agre praveSayitum	gzhan yang de bzhin gshegs pa sh'akya thub pa des ni / gang phyogs bcu'i sangs rgyas kyi zhing de dag thams cad kyi sems can thams cad 'byung ba chen po bzhi po de dag thams cad dang lhan cig tu rdul gcig gi steng du 'jog par nus te /	82.37460604860411
SaktaH tasmin ca paramANu rajasi te sarva sattvAH saha tEH mahABUtEH sva vizaya karmAnta cAriNaH vistIrNa avakASAH vicareyuH	rdul gcig la sems can de dag thams cad 'byung ba chen po de dag dang bcas par rang gi yul gyi las kyi mtha' rnams spyod kyang gnas shin tu yangs par rgyu ste /	85.31345549513209
na ca parasparam viheWA Bavet na ca tasya eka raja agrasya Una tvam vA pUrNa tvam vA prajQAyeta	phan tshun gnod pa'ang med la rdul gcig gi rtse mo de yang bri ba'am; gang bar yang mi mngon te /	82.51817841186792
evaMrUpeNa upAya kOSalyena samanvAgataH sa SAkya muniH taTAgataH	de bzhin gshegs pa sh'akya thub pa de ni / thabs mkhas pa de lta bu dang ldan no //	93.19203200569858
punar aparam kula putrAH yAvanti sarvatri aDva anugatAnAm sattvAnAm zaz Ayatana caryA upAdAna praNiDAna aDizWAna vAc paTa ruta akzara vAc vyAhArat	rigs kyi bu dag / gzhan yang dus gsum du gtogs pa'i sems @369b can rnams kyi skye mched drug dang / spyod pa dang / nye bar len pa dang / smon lam dang / byin gyi rlabs dang / tshig gi lam gyi sgra dang / yi ge dang / tshig brjod pa dang / 'du byed gsum gyi las kyi mtha'i bya ba dang / phung po dang / spyod pa dang / bsags pa'i bya ba tha dad pa ji snyed pa dang / gang yang sems can thams cad kyi sngon gyi mtha'i mu nas bzung ste dus gsum du gtogs pa'i 'gro ba drug tu 'khor ba na srid pa 'grub pa dang / 'chi 'pho dang / skye ba 'byung ba dang / sa'i khams kyi rdul phra rab ji snyed pa dang / sems can thams cad kyi dus gsum du gtogs pa'i skad cig thang gcig yud tsam 'das pa ji snyed pa dang /	25.387225186395646
yA ca sarva  krAntAH yAvantaH ca sarva sattvAnAm tri aDva anugatAH upaBoga pariBogAH	sems can thams cad kyi dus gsum du gtogs pa'i spu'i khung bu ji snyed pa dang pa dang / / sems can thams cad kyi dus gsum du gtogs pa'i sems can thams cad kyi longs pa dang / / spyod pa dang /	80.84845973429078
suKa duHKa pratisaMvedanIyAH tAn sarvAn eka kzaNe sa SAkya muniH taTAgataH prajAnAti	kun tu spyod pa dang / bde ba dang / sdug bsngal myong bar 'gyur ba ji snyed pa de dag thams cad de bzhin gshegs pa sh'akya thub pa des skad cig gcig la rab tu mkhyen te /	86.32947966140914
evaMrUpeNa lakzaNa vikurva ajQAnena sa kurum iya SAkya muniH taTAgataH kalpaH nirvikalpaH na ABogaH tri aDva kowI parijQAta AvI	de bzhin gshegs pa sh'akya thub pa de ni / mtshan nyid kyi rnam par 'phrul pa dang / mngon par shes pa'i ye shes 'di lta bu dang ldan pas mi rtog rnam par mi rtog cing lhun gyis grub pa dus gsum gyi mtha' yongs su mkhyen to //	89.26705866615374
evaMrUpeNa kula putrAH aprameyena budDa vizaya avatAra jQAna kOSalya sama tA sattva paripAka upAyEH samanvAgataH sa SAkya muniH taTAgataH iti	rigs kyi bu dag / de bzhin gshegs pa sh'akya thub pa de sangs rgyas kyi yul la 'jug pa'i @370a *// ye shes la mkhas pas mnyam pa nyid kyis sems can yongs su smin par byed pa'i thabs tshad med pa 'di lta bu dang ldan no //	94.08208382443402
asmim Kalu punar lakzaNAni  taTAgatAnAm pratipratiparzadaH prameya asaMKyeyAni boDisattva Sata sahasrANi praNiDAna RdDi vizaya jQAna pAraBavan	mtshan nyid bshad pa 'di lung bstan pa na phyogs tha dad pa dag na de bzhin gshegs pa de dag gi so so'i 'khor byang chub sems dpa' brgya stong grangs med dpag tu med pa dag smon lam gyi yul la 'jug pa'i ye shes kyi pha rol tu phyin par gyur to //	89.4299752244129
mahAsannipAtAt mahAyAna sUtrAt ratna ketu parivartAt paMcamaH lakzaNa parivartaH samAptaH kurumiya  vi	'dus pa chen po rin po che tog gi gzungs las / mtshan nyid kyi le'u ste lnga pa'o //// bam po drug pa /	82.46509612105797
tena Kalu punar samayena pUrva diS BAgAt aBiratyAH lokaDAtoH akzoByaH nAma taTAgataH prameya asaMKyeyEH boDisattvEH mahAsattvEH sArDam budDa vizaya vikurvaNa aDizWAna balena saMprasTitaH eka kzaNa mAtreNa idam budDa kzetram anuprAptaH maDyamAm cAturdvIpikAm lokaDAtum	yang de'i tshe shar phyogs logs su 'jig rten gyi khams mngon par dga' ba na de bzhin gshegs pa mi 'khrugs pa zhes bya ba byang chub sems dpa' sems dpa' chen po grangs med dpag tu med pa rnams dang thabs cig tu sangs rgyas kyi yul la rnam par 'phrul pa'i byin gyi rlabs kyi stobs kyis gshegs par chas nas skad cig gcig tsam la sangs rgyas kyi zhing 'dir dbus kyi gling bzhi pa'i 'jig rten gyi khams su byon te /	87.88715266538502
yatra SAkya muniH taTAgataH viharati arhAn samyaksaMbudDaH Agatya ca yaTA prAdurBUte padmAsane sTAt	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sh'akya thub pa ga la bzhugs pa der gshegs nas padma'i gdan ji lta bu byung ba la bzhugs so //	92.0589677738617
te pi boDisattvAH mahAsattvAH sva RdDi balena yaTA prAdurBUtezu padmAsanezu tasTuH	byang chub sems dpa' sems dpa' chen po de dag kyang rang gi rdzu 'phrul gyi stobs bskyed pas padma'i gdan ji lta bu byung ba de dag la @370b 'khod do // de dag la sogs pa sangs rgyas bcom ldan 'das bzhugs shing 'tsho la gzhes pa /	81.15226585627691
evaMpramuKa aprameya asaMKyeyAH budDa kzetra paramANu rajaH samAH budDAH BagavantaH tizWaMto DriyantaH yApayantaH tena kzaNa lava muhUrtena idam budDa kzetram maDyamAm cAturdvIpikAm	sangs rgyas kyi zhing grangs med dpag tu med pa'i rdul phra rab kyi rdul snyed kyang skad cig thang gcig yud tsam de nyid la sangs rgyas kyi zhing 'dir dbus kyi gling bzhi pa'i 'jig rten gyi khams su byon to //	76.60257123954422
lokaDAtum saMprAptAH ekEkaH taTAgataH prameya asaMKyeyEH boDisattva mahAsattvEH SrAvaka kowIn ayuta Sata sahasrEH ca sArDam yatra sa SAkya muniH taTAgataH viharati arhAn samyaksaMbudDaH	de bzhin gshegs pa re re'ang byang chub sems dpa' sems dpa' chen po grangs med dpag tu med pa dang / nyan thos bye ba khrag khrig brgya stong dang thabs cig tu de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sh'akya thub pa de ga la bzhugs par byon to //	91.66115877342267
Agata AgatAH ca yaTA prAdurBUtezu padmAsanezu nyazeduH	byon nas kyang padma'i gdan ji lta bu byung ba rnams la bzhugs so //	84.25899734092029
tena Kalu punar samayena dakziNa digBAgAt ratnaDvajaH nAma taTAgataH Agatya yAvat vistareNa padma kesare nyazIdat evam uttara diS BAgAt kurum iya dunduBisvaraH nAma taTAgataH Agatya padma kesare nyazIdat	yang de'i tshe na lho phyogs logs nas de bzhin gshegs pa rin po che tog ces bya ba byon nas padma'i snying po la bzhugs pa'i bar du rgyas par bya'o; ;de bzhin du byang phyogs logs nas de bzhin gshegs pa rnga sgra zhes bya ba byon nas padma'i snying po la bzhugs so //	80.98157613106257
tena Kalu punar samayena paScima digBAgAt amitAyuH nAma taTAgataH Agatya yAvat padma kesare nyazIdat	yang de'i tshe nub phyogs logs nas de bzhin gshegs pa tshe dpag med ces bya ba byon nas padma'i snying po la bzhugs pa'i bar du'o //	86.95502223590393
yAvat aDastAt vErocanaH nAma taTAgataH Agatya yAvat padma kesare nyazIdat	'og gi phyogs logs nas de bzhin gshegs pa rnam par snang mdzad ces bya ba byon nas padma'i snying po la bzhugs pa'i bar du'o //	88.59418904362686
agra digBAgAm jQAnaraSmirAjA nAma taTAgataH prameya asaMKyeyEH gaMgA nadI vAlukA upama budDa kzetra paramANu rajaH samEH	steng gi logs nas de bzhin gshegs pa ye shes kyi 'od zer zhes bya ba byon nas byang chub sems dpa' sems dpa' chen po bye ba khrag khrig brgya stong grangs med dpag tu med pa gangg'a'i klung gi bye @371a *//	90.0578477616637
boDisattvEH mahAsattvEH kowI naytuta Sata sahasrEH sArDam budDa vizaya vikurvita aDizWAnena	ma snyed kyi sangs rgyas kyi zhing gi rdul phra rab kyi rdul snyed dang thabs cig tu sangs rgyas kyi yul thams cad rnam par 'phrul pa'i byin gyi rlabs kyis de nas gshegs par gi bye @371a *// chas pa dang /	77.8704571107539
tatas saMprasTitaH ekacitta kzaNena idam budDa kzetram saMprAptaH maDyamAm cAturdvIpikAm lokaDAtum yatra SAkya muniH taTAgataH viharati arhAn samyaksaMbuddaH Agatya yaTA prAdurBUte padma siMhAsane nyazIdat	sems kyi skad cig gcig la sangs rgyas kyi zhing 'dir dbus kyi gling bzhi pa'i 'jig rten gyi khams su de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sh'akya thub pa ga la bzhugs pa der gshegs nas padma'i gdan ji lta bu byung ba gi bye @371a *// chas pa dang / la bzhugs so // byang chub sems dpa' sems dpa' chen po de dag kyang ji ltar rang gi bsod nams dang gi bye @371a *// chas pa dang / la bzhugs so //	80.73015348686889
te pi boDisattvAH mahAsattvAH yaTA ekEka puNya RdDi bala aDizWAnena nirmitezu padmAsanezu nyazeduH	/ rdzu 'phrul gyi stobs kyi byin gyi rlabs kyis padma'i gdan sprul pa rnams la 'khod do gi bye @371a *// chas pa dang /	83.08119891417365
te ca daSa diS saMnipatitAH boDisattvAH kecid jAmbUnada suvarNa vRzwim vavarzuH budDAnAm BagavatAm pUjA karmaNe	la bzhugs so // / // byang chub sems dpa' sems dpa' chen po phyogs bcu nas 'dus pa de dag sangs rgyas bcom ldan 'das rnams la mchod pa bya ba'i phyir la la dag gis ni / dzambu chu bo'i gser gyi char phab bo // gong du smos pa bzhin sbyar te / la la dag gis ni /	82.82352827473322
H kRtsnam budDa kzetram pradakziNam cakruH	sangs rgyas kyi zhing ma lus par bskor bar byas so //	85.88072496540141
kecid Darma SravaNa tRzitAH budDAnAm BagavatAm puratas prAQjalayaH tasTuH  kecid  uH	la la dag gis ni / chos nyan pas bskor nas sangs rgyas bcom ldan 'das rnams kyi spyan sngar thal mo sbyar te 'khod do // la la dag gis ni /	89.0305143898934
tena Kalu punar samayena suBUtiH kumAra BUtaH prAMjaliH BUtvA sva Rdhi anuBAvena budDAnAm BagavatAm bala ADAnena ca imam budDa kzetramgItena pUrayan evam Aha kurum iya	rang gi dge ba'i phyogs yid la byed cing gnas so // yang de'i tshe na zla 'od gzhon nur gyur pas thal mo sbyar te rang gi rdzu 'phrul gyi mthu dang / sangs rgyas bcom ldan 'das rnams kyi stobs bskyed pas @371b sangs rgyas kyi zhing 'di ma lus par dbyangs kyis bkang ste 'di skad ces smras so dang /	89.22743040473115
sarva saMSaya= CettAraH muni candrAH samAgatA	// the tshom thams cad gcod mdzad pa // thub pa zla ba kun nas gshegs //	67.27981719037459
adRzwa aSruta pUrvA iyam saMGa saMpad pradRSyate	sngon chad ma mthong ma thos pa'i // dge 'dun phun sum tshogs 'di snang // byang chub sems dpa' brtul zhugs mchog / sangs rgyas kun gyis rab gang bas //	79.71124766554321
cEtya BUtam idam kzetram sarva kzetra namaskRtam	zhing 'di mchod rten gyur ba ste // zhing rnams kun gyis phyag byas so; ;gang na sems can smad pa yi // zhing ni snyigs ma lnga ldan 'dir // thub pa snang mdzad rgyu med par //	69.40078175668891
na ahetuH adya saMbudDAH AgatAH muni BAskarAH	rdzogs pa'i sangs rgyas deng mi gshegs // de ring bdud ngan tshar bcad cing //	76.12762134022817
paMcakazAya adya mArANAm kRzNa pakza prapAtanam saMgrahaH SuBa caryANAm iti arTam hi samAgatAH	nag po'i phyogs ni rab gzhom dang // spyod pa dge ba bsdu ba'i phyir // de yi don du kun nas gshegs // yid ni rab tu dad byos la // bdud sde rab tu 'joms pa yi //	88.87718600935386
SRNuDvam Darma tAm SAntim	chos nyid zhi ba rab nyon la //	85.56005161808383
BUtvA saMbudDAH hi Bavizyata	rdzogs pa'i sangs rgyas 'gyur bar byos //	84.67063228676959
mArga caryam mahAyAnam jQAsyata kzAnti varmitAH	theg pa chen po spyod pa'i lam // bzod pa'i go bgos shes par byos //	90.40750485205199
sarva kleSa kzaya arTam SrozyaTa adya DAraNIm imAm kAn	nyon mongs thams cad zad bya'i phyir // gzungs 'di de ring mnyan par byos // gdan rnams la ni bzhugs nas ni // srung ba 'di ni bshad gsol phyir // de phyir thams cad mgrin gcig tu //	78.18841483897269
Asanezu nizaNNAH hi rakzAm vE deSayantu imAm	'dren pa rnams ni spyan drongs shig / dam chos yun ring gnas bya'i phyir // sgrib pa thams cad zhi byed pa //	74.39358570540774
saMgrahaH sarva DarmANAm DAraNIm aparAjitAm	chos rnams thams cad sdud pa yi // gzungs 'di gzhan gyis mi thub bo //	89.97214205995353
aTa Kalu tAvat eva aprameya asaMKyeyA kzAnti pratilabDAH boDisattvAH mahAsattvAH eka kaNWena evam AhuH	de nas byang chub sems dpa' sems dpa' chen po bzod pa thob pa grangs med dpag tu @372a *// med pa de snyed kyis mgrin gcig tu 'di skad ces gsol to //	90.00381304846773
nizIdantu budDAH BagavantaH ezu padmAsanezu deSayantu adya mahA kAruNikA uttara mahA mEtrI kzAnti pariBAvitAm	sangs rgyas bcom ldan 'das rnams padma'i gdan 'di dag la bzhugs te deng thugs rje chen po dang ldan pa rnams kyis byams pa chen po'i mchog dang / bzod pa yongs su bsgoms pa mi 'jigs pa'i rgyu mthun pa bshad pa / chos thams cad sdud pa / 'jigs pa dang bral ba la 'jug pa / bdud kyi yul thams cad las yang dag par 'das par bgyid pa /	71.51731909772047
vESAradya nizyanda praNItAm sarva Darma saMgrahaNIm Baya  karaNIt mAra Dvaja prapAtanIm	bdud kyi rgyal mtshan rab tu snyol la chos kyi rgyal mtshan sgreng bar bgyid pa /	72.04377734745682
Darma Dvaja ucCrepaNIm sarva kleSa avamardanIm kurum iya	nyon mongs pa thams cad 'joms pa /	60.95505234774421
sarva Satru nigrahaNIm sarva saMSaya= CedanIm  sarva rakzAm anuttarAm	dgra thams cad tshar gcod pa / the tshom thams cad gcod pa / thams cad mkhyen pa'i ye shes la 'dzud pa /	88.85518304389578
sarva boDisattvAnAm sarva Darma smRtim ati gati DRtya saMpramoza sarva caryA upAya kOSalya jQAna darSanIm	'jigs pa thams cad las rnam par thar par bgyid pa / thams cad srung ba bla na med pa / byang chub sems dpa' thams cad kyi chos thams cad dran pa dang / blo gros dang / rtogs pa dang / mos pa mi brjed pa /	88.43790722881683
sarva suKa saMpanna Ayatana aDizWAna samADi DAraNIm kzAnti avatAra Aloka jQAna kOSalyA avatAraNIm	spyod pa thams cad kyi thabs dang ye shes la mkhas pa kun ston pa / bde ba phun sum tshogs pa thams cad kyi skye mched dang / byin gyi rlabs dang / ting nge 'dzin dang / gzungs dang / bzod pa la 'jug pa /	88.19788482401191
yAvat saptatriMSat boDi pakzya Darma hRdaya DAraNIm  yE yaSaH suKa tAyE PAza vihAra tAyE pratiBAna smRti vivarDana tAyE Sruta ADAraNA saMpramoza tAyE SikzA DAraNa tAyE smRti BAjana tAyE caryA aBinizpattaye boDi saMprAptaye budDAH BagavaMtaH iha asmAkam etar hi imAm DAraNIm deSayantu DarmanetrI anugraha cira sTitika tAyE	snang ba'i ye shes mkhas pa la 'jug pa nas byang chub kyi phyogs kyi chos sum cu rtsa bdun gyi snying po 'dzin pa'i bar gyi gzungs 'di sems can rnams kyi gzi brjid dang / kha dog dang / longs spyod dang / @372b stobs dang / grags pa dang / bde ba la reg par gnas pa dang / spobs pa dang / dran pa rnam par 'phel ba dang / thos pa 'dzin pa mi brjed pa dang / dgra thams cad pham par bgyid pa dang / lo tog mngon par 'grub pa dang / bslab pa 'dzin pa dang / dran pa'i snod du 'gyur ba dang / spyod pa mngon par 'grub par 'gyur ba dang / byang chub yang dag par thob par bgyi ba'i slad du sangs rgyas bcom ldan 'das rnams kyis gzugs 'di da 'dir bdag cag la bshad du gsol /	64.72449032629963
ratnatraya vaMSasya ca avipraNASAya sakala anuttara boDi mArga saMdarSanAya BUta kowI AkASa taTatA saMBeda tAyE sa  lpa sattva jIva poza pudgala asaMBeda tAyE ajAti anutpAda aniroDa sarva Darma samatA lakzaNa aBAva BUta kowyasaMBeda tAyE	chos kyi tshul rjes su gzung ba dang / yun ring du gnas pa dang / dkon mchog gsum gyi rigs chud mi 'dza' ba dang / bla na med pa'i byang chub kyi lam mtha' dag bstan pa dang / yang dag pa'i mtha' dang / nam mkha' dang / de bzhin nyid dbyer ma mchis pa dang / mun pa dang / snang ba dang / dmigs pa dang / mi dmigs pa dang / tshu rol dang / pha rol dang / rtogs pa dang / rnam par rtog pa dang / sems can dang / srog dang / gso ba dang / skyes bu dang / gang zag thams cad dbyer ma mchis pa dang / chos thams cad mi skye ba dang / mi 'byung ba dang / mi 'gag pa mnyam pa nyid kyi mtshan nyid dngos po ma mchis shing yang dag pa'i mtha' dbyer ma mchis pa dang /	52.22364350204567
pRTivI ap tejaH vAvyAkASa vijQAna DAtu asaMBeda tAyE sarve budDAH BagavantaH iha asmAkam sarva Darma naya maNxala praNItAn DAraNIm BAzantAm yat iha saha SravaNena aprameyANi kurum iya	sa dang / chu dang / me dang / rlung dang / rnam mkha' dang / rnam par shes pa'i khams dbyer ma mchis pa'i slad du sangs rgyas bcom ldan 'das thams cad kyis 'dir bdag cag la chos thams cad kyi tshul gyi @373a *// dkyil 'khor dam pa'i gzungs bshad du gsol /	84.0414320686403
sattva kowIn ayuta Sata sahasrANi tri ratnezu sAkziNaH BaveyuH	gang 'dir thos ma thag tu sems can bye ba khrag khrig brgya stong dpag tu med pa dag la dkon mchog gsum mngon sum du gyur cig /	89.32104870934612
parasparam ca sattvAH kalyANa mitra hita kAriNaH BaveyuH	sems can rnams phan tshun du dge ba'i bshes gnyen bgyid cing phan par bgyid par gyur cig /	88.73344342772462
aprameya asaMKyeyAH ca sattvAH anuttarAyAm samyaksaMboDO cittAni utpAdayeyuH avEvartikAH ca BaveyuH vyAkaraNAni ca pratilaBeran	sems can grangs med dpag tu med pa dag bla na med pa yang dag par rdzogs pa'i byang chub tu sems bskyed pa dang / phyir mi ldog par 'gyur ba dang / lung bstan pa thob par gyur cig /	90.37500866704815
sarve ca te budDAH BagavantaH Darmam deSanAyE samaDizWAH tUzNIMBUtAH  tezu padma kesarezu	sangs rgyas bcom ldan 'das de dag thams cad kyis kyang chos bstan pa'i phyir cang mi gsung bar gyur pas gnang nas padma'i snying po de dag la bzhugs so //	89.37868299433961
tAdRSam ca budDa vizaya praNiDAna sama tA avatAram samADim samApedire yaTA sarva budDa kzetra antargatAnAm  ca budDAnAm BagavatAm saha darSanena eva iha budDa kzetra antargatAnAmS citta cEttezu praSemuH ekEkaH ca sattvaH evam saMjAnIte	ji ltar sangs rgyas kyi zhing thams cad du gtogs pa'i sems can thams cad kyi sdug bsngal thams cad zhi bar 'gyur ba dang / dge ba'i rtsa ba thams cad bsags pa'i phyir dran pa dang / dad pa dang / dang ba dang / mos pa rnyed par 'gyur ba dang / sangs rgyas bcom ldan 'das rnams mthong ma thag tu sangs rgyas kyi zhing 'dir gtogs pa'i sems can rnams kyi sems dang / sems las byung ba rnams la 'dod chags dang / zhe sdang dang / gti mug dang / lta ba ngan pa dang / nga rgyal dang / rgyags pa dang / dregs pa dang / 'jig tshogs la lta ba dang / the tshom dang / nye bar len pa dang / srid pa'i sred pa kun gzhi'i nyes pa dag rab tu zhi bar @373b 'gyur ba dang / sems can so so nas 'di snyam du bdag gcig pu de bzhin gshegs pa'i spyan sngar chos mnyan pa'i phyir 'dug gi / 'di na gzhan su'ang med do //	21.93374487391535
c t mAm aca ekaH taTAgataH sarva cetasA samanvAhRtya sarva jvara praSamanam Darmam deSa	bdag gcig pu la de bzhin gshegs pa'i thugs thams cad kyis dgongs te nad thams cad rab tu zhi bar bya ba'i phyir chos ston par bzhed do // 'di na gzhan sus kyang de bzhin gshegs pa la chos mnyan pa'i phyir gsol ba ma btab bo //	78.30787985963799
tena Kalu punar samayena ye smim kRtsne budDa kzetre ntargatAH kurum iya sarva sattvAH sarva indriya upastabDAH prAQjalayaH te eka kaNWena evam AhuH	snyam du shes par 'gyur ba de lta bu'i sangs rgyas kyi yul gyi smon lam mnyam pa nyid la 'jug pa'i ting nge 'dzin la snyoms par zhugs so // yang de'i tshe gang sangs rgyas kyi zhing ma lus pa 'dir gtogs pa'i sems can rnams dbang po thams cad bsten te thal mo sbyar nas de dag gis mgrin gcig tu 'di skad ces gsol to //	81.2576508241423
deSayantu asmAkam budDAH BagavantaH Darmam	sangs rgyas bcom ldan 'das rnams kyis bdag cag la chos bshad du gsol / btsun pa /	91.53840069585978
deSayaMtu asmAkam BadantAH sugAta Darmam	bcom ldan 'das bde bar gshegs pa rnams kyis bdag cag la chos bshad du gsol /	81.66487472640509
vayam budDAnAm BagavatAm Darmezu pratipattyA	bdag cag gis sangs rgyas bcom ldan 'das rnams kyi chos nan tan gyis bsdu bar bgyi'o //	87.76291178552577
tena Kalu punar samayena sa SAkya muniH taTAgataH ganDa vyUha atikrAntena parama uttama viSizwena udAreNa ganDena sarvam idam budDa kzetram sPuwam aDyatizWat aparezAm budDAnAm BagavatAm pUjA karmaNe	de nas yang de'i tshe de bzhin gshegs pa sh'akya thub pa des sangs rgyas bcom ldan 'das gzhan rnams la mchod pa'i phyir spos bkod pa las shin tu lhag pa'i spos gong du mchog tu khyad par du gyur pa rgya chen pos sangs rgyas kyi zhing 'di thams cad khyab par byin gyis brlabs so // sangs rgyas bcom ldan 'das lhag ma rnams mchod pa'i @374a *//	91.58774399681947
sarva budDa kzetra antargatAn ca sarva sattvAn nAnA ratna puzpa mAlya vilepanEH nAnAcCatra Dvaja patAkA alaMkAra viBUzaNEH pUrNa hastAn aDizWAya avaSizwAnAm budDAnAm BagavatAm pUjA karmaNe	phyir sangs rgyas kyi zhing thams cad du gtogs pa'i sems can thams cad kyi lag pa rin po che dang / me tog dang / phreng ba dang / spos dang / byug pa sna tshogs dang / gdugs dang / rgyal mtshan dang / ba dan dang / rgyan dang / lhab lhub sna tshogs dag gis gang bar byin gyis brlabs nas 'di skad ces gsungs so //	93.18145938401176
evam Aha samanvAharaMtu budDAH BagavantaH ye kecid etarhi daSasu dikzu	da ltar sangs rgyas bcom ldan 'das gang ji snyed phyogs bcu'i 'jig rten gyi khams gzhan dang gzhan dag nas bdag gi sangs rgyas kyi zhing du dri ba'i phyir byon pa rnams dgongs su gsol /	76.6557469947813
aham pUrva praNiDAnena evam pratikRzwe paMca kazAye loke nuttarAm samyaksaMboDim aBisaMbudDaH nazwa ASayAnAm kurum iya	bdag sngon gyi smon lam gyis 'di 'dra bar rab tu nyon mongs pa can snyigs ma lnga dang ldan pa'i 'jig rten du bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par sangs rgyas te / sems can bsam pa nyams pa /	87.58654738377075
pranazwa mArgANAm avidyA anDakAra timira pawala kleSa anDakAra prakziptAnAm tri apAya saMprasTitAnAm	lam rab tu stor ba / ma rig pa'i mun pa dang rab rib kyi ling tog gis nyon mongs pa'i mun par bcug pa / ngan song gsum du zhugs pa /	88.23308887103576
akuSala samavaDAnAnAm sarva kuSala rahitAnAm sarva vidvat parivarjitAnAm Anantarya kAriNAm	mi dge ba dang 'grogs pa; dge ba thams cad dang bral ba / mkhas pa thams cad kyis yongs su spangs pa / mtshams med pa byed pa dang / dam pa'i chos spong ba /	87.74268646008515
